year,month,day,MSL pressure,Maximum temperature,Minimum temperature,Mean air temperature,Cloud cover,Wind speed,Sunshine duration,Total solar radiation
2020,6,16,1015.3,23.7,11.4,17.6,7,1.5,8.8,20.45
2020,6,17,1012.9,22.8,10.2,16.5,7,1,4.8,17
2020,6,18,1009.9,15.9,13.5,14.7,8,1.2,0.1,6.54
2020,6,19,1012.8,18.9,13.4,16.1,8,3.4,2,12.03
2020,6,20,1020.2,21.1,11.5,16.3,6,2.7,7.8,19.44
2020,6,21,1015.3,21.2,13.2,17.2,7,3.8,7.2,20.06
2020,6,22,1025.4,21.4,7.9,14.6,3,3.8,13.6,29.95
2020,6,23,1024.3,26.5,11.5,19,0,2.2,13.2,28.84
2020,6,24,1020.4,30.9,13.4,22.1,2,1.7,14.6,28.53
2020,6,25,1015.7,31.4,17.2,24.3,0,2.7,14.6,28.71
2020,6,26,1008.6,27.5,17.1,22.3,2,2,14,28.33
2020,6,27,1004,19.5,13.8,16.6,8,3.5,3,13.07
2020,6,28,1010,18.8,11,14.9,6,3.9,8.9,20.4
2020,6,29,1010.5,18.1,11.4,14.8,7,5.3,3.7,15.48
2020,6,30,1007.8,18.3,11.4,14.9,8,2.3,0.1,10.08
2020,7,1,1005.2,19.3,12.7,16,8,3.3,2.2,13.44
2020,7,2,1010.5,20,9.9,14.9,7,4.1,4.9,16.68
2020,7,3,1016.3,20.4,10.7,15.5,7,4.2,6.7,19.08
2020,7,4,1010.8,19.7,13.9,16.8,8,3.8,0.1,6.78
2020,7,5,1010.7,19.7,15.6,17.6,5,5.9,12.7,25.11
2020,7,6,1018.9,19.7,11.1,15.4,7,4.9,7.1,18.77
2020,7,7,1021.8,18.9,9.7,14.3,7,3.1,3.7,13.3
2020,7,8,1014.9,19.9,13.3,16.6,8,2,0,8.07
2020,7,9,1012.3,19,14.9,16.9,8,2.7,0.3,7.63
2020,7,10,1017.3,19,12.4,15.7,2,3.6,9.3,22.51
2020,7,11,1026.8,20.2,7.6,13.9,2,3.2,11.8,26.06
2020,7,12,1028.8,23.8,6.9,15.4,2,0.4,13.7,28.23
2020,7,13,1024.1,24.2,10.7,17.4,3,2.7,6.3,21.15
2020,7,14,1017.6,20.6,14.6,17.6,8,1.4,1.7,13.55
2020,7,15,1016,18.7,12.7,15.7,7,2.1,0.8,9.23
2020,7,16,1020.6,24.3,15.4,19.9,7,2.9,5.8,18.81
2020,7,17,1021.4,26.5,15.7,21.1,1,2,13.4,27.71
2020,7,18,1019.6,24.4,13.6,19,7,3.7,8.1,22.76
2020,7,19,1018.2,20.8,13.3,17.1,8,2.3,4,14.58
2020,7,20,1023.3,21.2,8.6,14.9,1,2.4,14.5,28.46
2020,7,21,1027.1,21.9,7.2,14.5,1,1.4,11.5,26.25
2020,7,22,1025.1,24.9,9.5,17.2,1,2.5,11.5,24.32
2020,7,23,1017.6,25.4,11.8,18.6,6,2.6,6.3,19.9
2020,7,24,1013.7,24,15.3,19.6,5,2,3.7,14.8
2020,7,25,1008.4,22.2,16.4,19.3,6,3.6,1.4,8.57
2020,7,26,1011,21,11.9,16.4,6,2.6,5.3,15.27
2020,7,27,1006.7,20.9,14.8,17.9,8,2.3,0.3,7.96
2020,7,28,1013.7,20.8,10.9,15.9,6,3.5,10.5,17.78
2020,7,29,1021.1,22.6,8,15.3,7,2.4,10.8,21.06
2020,7,30,1019.7,28.4,11.2,19.8,3,1.9,14,26.65
2020,7,31,1011.7,35.7,14.6,25.2,0,2.7,9.3,21.87
2020,8,1,1015.5,24.6,14.1,19.4,7,2.5,13,20.65
2020,8,2,1017.6,23.7,10,16.9,5,2.7,10.5,23.34
2020,8,3,1016.6,22.3,12.5,17.4,3,2.3,11.4,22.95
2020,8,4,1017.2,22.5,7.3,14.9,0,3.1,10,20.47
2020,8,5,1012.9,23.8,15.5,19.6,3,4.1,7.8,20.13
2020,8,6,1017.1,27.7,17.5,22.6,8,2.6,6.4,15.35
2020,8,7,1018.6,35,12.9,23.9,0,1.2,10.1,21
2020,8,8,1019.6,30.6,17.9,24.3,5,2,6.5,16.08
2020,8,9,1019.2,32.4,16.7,24.5,4,3,9.7,21.13
2020,8,10,1014.5,33.8,17.8,25.8,5,2.1,11.2,21.32
2020,8,11,1014.8,34.9,17.3,26.1,6,1.1,9.3,20.79
2020,8,12,1013.4,34.9,20,27.4,3,1.9,9.3,19.03
2020,8,13,1013,26.6,19.8,23.2,7,1.5,3.8,12.18
2020,8,14,1014,19.3,16.6,18,8,2.2,0,5.25
2020,8,15,1015.5,21.2,15.9,18.6,8,1.7,0,3.73
2020,8,16,1011.7,23.2,16.6,19.9,7,1.5,1.5,10.62
2020,8,17,1008.3,23.4,13.9,18.6,8,0.9,5.8,13.66
2020,8,18,1008.9,22.7,14.9,18.8,7,3.1,7.1,14.29
2020,8,19,1004.4,20.2,14.2,17.2,8,2.5,0,3.67
2020,8,20,1003,23,14.4,18.7,2,3.1,13.2,23.66
2020,8,21,1001.8,22.1,16.4,19.3,5,6.4,9.1,14.11
2020,8,22,1011.6,22,13.8,17.9,6,5.4,11.1,17.8
2020,8,23,1016.5,21.3,13.9,17.6,7,2.7,6.4,13.2
2020,8,24,1016.5,22.3,12.9,17.6,6,3,4.7,12.41
2020,8,25,1000.2,21.8,14.8,18.3,8,4.5,4.6,8.91
2020,8,26,1012.5,20.1,14.2,17.1,6,4.6,8.8,13.89
2020,8,27,1014.6,17.3,11.4,14.4,7,2.6,1.7,6.4
2020,8,28,1000.4,17.2,12.2,14.7,6,2,3.9,11.77
2020,8,29,1009.1,15.1,10.3,12.7,7,3.4,1.8,9.53
2020,8,30,1017.6,16.8,10.3,13.6,7,2.7,4.4,13.12
2020,8,31,1023.1,16.9,6.6,11.8,8,1.7,2.6,12.05
2020,9,1,1021.5,19.1,4.4,11.8,1,1.1,6.6,15.34
2020,9,2,1020,18.6,6.9,12.8,6,1.9,1.8,10.87
2020,9,3,1015.1,21.3,15.5,18.4,8,3.7,0,5.61
2020,9,4,1021.8,18.3,12.2,15.3,7,2.8,2,10.01
2020,9,5,1022.1,18.4,9.1,13.8,2,3.1,8,15.11
2020,9,6,1020.6,19.5,9.9,14.7,8,1.3,1.6,11.15
2020,9,7,1023.5,19.5,8.4,13.9,5,2.1,2.3,10.91
2020,9,8,1024.8,23.6,13.7,18.7,8,2.6,5.1,13.35
2020,9,9,1023.4,22,13.1,17.6,8,2.1,2.4,8.38
2020,9,10,1025,19.1,7.6,13.4,3,1.3,9.2,16.81
2020,9,11,1018.1,18.4,6.5,12.4,7,1.3,5,13.25
2020,9,12,1018.6,20.7,11,15.8,5,2.8,10,17.54
2020,9,13,1023.6,23.8,11.2,17.5,2,2.2,10.5,17.4
2020,9,14,1022.9,27.9,8.9,18.4,1,0,9.5,16.84
2020,9,15,1018,26.9,12.6,19.8,6,1.7,8.2,14.33
2020,9,16,1022.9,25.6,15.7,20.6,5,1.7,7.2,13.77
2020,9,17,1028.9,21.5,12.1,16.8,3,3.3,10.4,16.17
2020,9,18,1023.8,21.2,9.3,15.3,1,2.8,9.9,16.38
2020,9,19,1017.9,23.5,12,17.8,4,2.9,9,14.02
2020,9,20,1019,23.2,12.5,17.9,1,3.3,9.1,14.38
2020,9,21,1019.2,23.9,12.6,18.3,6,0,7.8,13.62
2020,9,22,1011.8,23.1,10.5,16.8,0,1.8,7.2,13.11
2020,9,23,1001.9,17.2,14.2,15.7,6,2.6,0.1,4.64
2020,9,24,996.7,14.8,7.1,10.9,4,3.1,2.3,9.38
2020,9,25,1002.1,14.5,4.6,9.6,4,4.2,7.6,12.6
2020,9,26,1012,13.3,5.8,9.6,2,3.5,7,12.38
2020,9,27,1013.3,14.6,9.1,11.8,7,4.7,8.2,12.42
2020,9,28,1014.2,17.1,4.5,10.8,5,2.1,5.3,11.27
2020,9,29,1015.9,18.6,10.1,14.4,8,2.5,5.3,10.14
2020,9,30,1009.3,16.5,8.5,12.5,8,1.2,0,4.15
2020,10,1,999.5,15.3,9.4,12.4,3,2,6.2,9.94
2020,10,2,986.5,14,9.3,11.7,8,4.7,0,1.66
2020,10,3,988,14.9,11.3,13.1,8,1.6,0.6,3.91
2020,10,4,982.4,13.8,8.4,11.1,8,3.8,0,2.72
2020,10,5,995.2,17.2,7.9,12.6,4,3.1,5.8,9.26
2020,10,6,997.8,16.1,10.1,13.1,6,3.5,5.4,7.52
2020,10,7,1013.3,16.4,8.1,12.3,5,3.6,5.7,9.4
2020,10,8,1008.7,17.8,11.1,14.4,8,4,2,5.9
2020,10,9,1018.9,14,4.6,9.3,0,1.6,3.2,7.08
2020,10,10,1023.2,13.8,4,8.9,6,3,2.4,6.38
2020,10,11,1026,13.6,8.4,11,5,2.4,7.5,10.76
2020,10,12,1022,12.5,6.7,9.6,7,1,0,3.73
2020,10,13,1010.8,11.6,5.7,8.7,6,2,3.7,8.05
2020,10,14,1020.7,14.3,7.6,10.9,4,2.5,3.9,7.16
2020,10,15,1025.2,13.2,7.1,10.1,2,2.9,5.6,8.32
2020,10,16,1025.1,13.9,6,9.9,1,2,4.7,6.32
2020,10,17,1022.9,11.1,9,10.1,7,2.2,0,4.27
2020,10,18,1024.4,12.3,3.6,8,8,0.9,0,4.05
2020,10,19,1017.7,15.2,6.6,10.9,6,1.6,5.2,8.19
2020,10,20,1000.7,17.8,11.1,14.4,5,3.4,5,6.27
2020,10,21,991.9,17.7,13.8,15.8,8,1.2,0,1.97
2020,10,22,1007.7,15,11.4,13.2,6,3.3,4,5.2
2020,10,23,1008,15.4,9.6,12.5,7,3.4,1.7,4.41
2020,10,24,1003.6,15.6,6,10.8,8,3.3,0,1.89
2020,10,25,997,13.3,7.3,10.3,8,1.8,4.6,7.18
2020,10,26,997.2,13.1,5.6,9.3,4,2.1,3.9,5.69
2020,10,27,999.7,14.3,6.4,10.4,8,1.3,0,2.64
2020,10,28,1001.7,13.4,6.8,10.1,5,2.6,4,5.53
2020,10,29,1013.1,15,7.5,11.3,8,2.8,0,1.65
2020,10,30,1014.8,15.9,10.4,13.2,8,4.4,0,2.31
2020,10,31,1010,15.3,12.9,14.1,8,4,0.6,2.21
2020,11,1,1001.3,17,9.5,13.3,8,4.7,0.6,2.17
2020,11,2,1002.2,14.2,12.4,13.3,8,5.3,4.2,5.47
2020,11,3,1015.8,11,5.7,8.3,6,4.1,4.6,5.69
2020,11,4,1033.6,11.3,-1,5.2,0,0.8,6,7.47
2020,11,5,1040.3,10.5,0.1,5.3,9,0.6,2,5.04
2020,11,6,1031.8,11.8,-0.1,5.9,8,2,4.4,6.16
2020,11,7,1021.2,14.9,3.5,9.2,6,1.7,4.5,5.48
2020,11,8,1018.8,13.8,6.2,10,9,0.9,0,2
2020,11,9,1018.7,15.6,10.1,12.8,8,2.5,0.3,x
2020,11,10,1022.9,15.7,10.8,13.3,5,1.6,3.8,5.48
2020,11,11,1020.2,15.8,8.2,12,8,1.5,0,2.49
2020,11,12,1014.3,13.4,8.1,10.8,0,2.6,5,5.45
2020,11,13,1010.1,14.1,9.4,11.8,7,2.6,3.9,4.11
2020,11,14,1008.5,14,8.2,11.1,8,4.5,0,0.79
2020,11,15,993.4,12.5,11.2,11.8,8,4.7,2.5,3.73
2020,11,16,1012.9,13.2,6.5,9.8,8,2.2,0.1,2.3
2020,11,17,1021.6,14.1,9.4,11.8,8,3.4,0,1.67
2020,11,18,1016.5,14.8,10.8,12.8,3,3.1,2,2.68
2020,11,19,1023,10.2,7.3,8.8,7,3.4,1.9,3.19
2020,11,20,1034.5,10.6,1,5.8,8,1.5,0,1.71
2020,11,21,1027.4,12.1,4.6,8.3,7,4.4,0.2,2.33
2020,11,22,1027.3,11.2,8.1,9.6,8,0.8,2.9,3.36
2020,11,23,1028.8,11.4,1.1,6.3,7,0.5,1.5,3.06
2020,11,24,1019,12,3.8,7.9,2,3.2,2.3,3.62
2020,11,25,1010.6,12.2,8.5,10.3,8,1.4,0,1.05
2020,11,26,1022.1,8.6,1.4,5,6,0.8,1.7,2.88
2020,11,27,1021,8.8,-1.7,3.6,1,0.8,0,2.05
2020,11,28,1018.2,9.6,-2,3.8,9,1.8,0,1.36
2020,11,29,1025.9,7.3,7,7.2,9,1.7,0,0.92
2020,11,30,1026.9,10.5,3,6.8,9,2.6,0,1.18
2020,12,1,1026.6,7.7,2.6,5.2,2,1.6,5.3,4.03
2020,12,2,1020.9,6.5,2,4.3,7,1.1,0,1.43
2020,12,3,993.7,6.7,2.5,4.6,8,1.5,0,0.56
2020,12,4,977.1,6,2.4,4.2,8,3,0,1.49
2020,12,5,989,7.8,3,5.4,7,3.3,2.9,2.85
2020,12,6,1002.6,4.8,-1.3,1.8,2,1.1,2,2.74
2020,12,7,1000,1.4,-0.8,0.3,9,1.4,0,1.16
2020,12,8,1003.2,6,-1.5,2.3,9,0,2.1,3.22
2020,12,9,1008,7.5,-1.1,3.2,8,2,0,1.66
2020,12,10,1000.5,9.3,3.9,6.6,8,2.4,0,0.81
2020,12,11,986.3,11.9,6.1,9,8,0,0.4,2.18
2020,12,12,998.4,9.7,5.9,7.8,6,2.9,2.9,2.77
2020,12,13,1003.9,12,0.4,6.2,8,1.5,0,0.91
2020,12,14,998.6,12,5.6,8.8,4,3.4,1.8,2.3
2020,12,15,1005,11.2,6.1,8.6,6,2.1,2.9,2.71
2020,12,16,1006.7,10.3,7.1,8.7,7,1.9,0,1.07
2020,12,17,1013.7,11.6,5,8.3,0,2,3.7,3.18
2020,12,18,1011.7,12,5.9,8.9,8,3.8,0,0.54
2020,12,19,1003.1,12,9.3,10.7,8,4.3,3,2.88
2020,12,20,1011,11,5.5,8.3,2,2.1,3.4,3.48
2020,12,21,1003.7,13.7,4.2,8.9,8,2.2,0,0.8
2020,12,22,1011.8,11.7,9.1,10.4,7,0.9,0,1.34
2020,12,23,1004.7,12.5,8.2,10.3,8,1.8,0.1,1.4
2020,12,24,1022.6,5.5,2.7,4.1,1,2.4,4,3.39
2020,12,25,1032.2,5.8,-0.9,2.4,3,1.5,5,3.73
2020,12,26,1021.7,10.4,-0.5,5,8,3.5,0.1,1.51
2020,12,27,976.4,7.1,4.5,5.8,5,2.2,4.3,3.49
2020,12,28,971.9,3,-1.4,0.8,7,1.1,0,1.3
2020,12,29,988.3,4.9,-0.6,2.2,8,0,0.6,1.59
2020,12,30,1003.1,4.9,-0.9,2,4,1.1,2,2.93
2020,12,31,1006,1,-2.9,-0.9,8,1.1,0.1,1.57
